"12/31/2025","-28.45","*","","STARBUCKS STORE 11234 PALO ALTO CA"
"12/30/2025","-76.12","*","","TARGET T-1789 MOUNTAIN VIEW CA"
"12/29/2025","-52.80","*","","WHOLE FOODS MARKET 10572 LOS ALTOS CA"
"12/28/2025","2500.00","*","","E-PAYROLL"
"12/27/2025","-19.99","*","","NETFLIX.COM 800-585-9838 CA"
"12/26/2025","-67.35","*","","CHEVRON 0098123 SUNNYVALE CA"
"12/24/2025","-89.40","*","","COSTCO WHSE #0321 FREMONT CA"
"12/23/2025","-34.20","*","","IN-N-OUT BURGER 289 MOUNTAIN VIEW CA"
"12/22/2025","-141.75","*","","BEST BUY #0741 SAN JOSE CA"
"12/21/2025","-22.50","*","","SQ *BOBA TEA HOUSE CUPERTINO CA"
"12/20/2025","-48.90","*","","AMAZON MKTPL*X9K2P7M4 Amzn.com/bill WA"
"12/19/2025","-31.60","*","","CHIPOTLE 1376 PALO ALTO CA"
"12/18/2025","-18.75","*","","PEET'S COFFEE #00892 MENLO PARK CA"
"12/17/2025","-94.25","*","","TJ MAXX #1423 REDWOOD CITY CA"
"12/17/2025","108.21","*","","EBAY SALE"
"12/16/2025","-14.99","*","","SPOTIFY PREMIUM 800-952-5210 CA"
"12/15/2025","-210.80","*","","DELTA AIR LINES 800-221-1212 GA"
"12/14/2025","-39.45","*","","TRADER JOE'S #214 SUNNYVALE CA"
"12/14/2025","2500.00","*","","E-PAYROLL"
"12/13/2025","-56.70","*","","UBER   *EATS 7K9P2M SAN FRANCISCO CA"
"12/12/2025","-27.30","*","","SQ *RAMEN NOODLE BAR PALO ALTO CA"
"12/11/2025","-112.15","*","","NORDSTROM RACK #4567 SAN MATEO CA"
"12/10/2025","-15.80","*","","7-ELEVEN 38912 MOUNTAIN VIEW CA"
"12/09/2025","-68.90","*","","SHELL OIL 57444219876 CUPERTINO CA"
"12/08/2025","-44.25","*","","DOORDASH *SUSHI PLACE CA"
"12/07/2025","-33.10","*","","SAFeway #2719 MENLO PARK CA"
"12/06/2025","-19.99","*","","DISNEY+ 888-905-7888 CA"
"12/05/2025","-87.60","*","","HOME DEPOT #1682 SUNNYVALE CA"
"12/04/2025","-26.40","*","","PANDA EXPRESS #2143 PALO ALTO CA"
"12/03/2025","-71.85","*","","WALMART #3567 FREMONT CA"
"12/02/2025","-12.75","*","","SQ *CREPE & COFFEE MOUNTAIN VIEW CA"
"12/01/2025","-145.30","*","","BKG*HOTEL BOOKING.COM 147-036-3250 NY"
"12/01/2025","-2000","*",,"RENT"
