"11/30/2025","2500.00","*",,"E-PAYROLL"
"11/30/2025","-34.80","*",,"STARBUCKS STORE 07891 MOUNTAIN VIEW CA"
"11/29/2025","-92.15","*",,"TARGET T-1456 SUNNYVALE CA"
"11/28/2025","-67.40","*",,"WHOLE FOODS MARKET 10155 LOS ALTOS CA"
"11/27/2025","1200.00","*",,"ONLINE PAYMENT - THANK YOU"
"11/25/2025","-148.70","*",,"BLACK FRIDAY - AMAZON MKTPL*BKFRIDAY25 Amzn.com/bill WA"
"11/24/2025","-56.25","*",,"CHEVRON 0098745 CUPERTINO CA"
"11/23/2025","-41.90","*",,"IN-N-OUT BURGER 401 PALO ALTO CA"
"11/22/2025","-189.50","*",,"BEST BUY #0892 SAN JOSE CA"
"11/21/2025","-19.99","*",,"NETFLIX.COM 800-585-9838 CA"
"11/20/2025","-78.60","*",,"COSTCO WHSE #0219 FREMONT CA"
"11/19/2025","-28.45","*",,"SQ *BOBA RUN CUPERTINO CA"
"11/18/2025","-112.30","*",,"NORDSTROM #0347 STANFORD CA"
"11/17/2025","-37.80","*",,"CHIPOTLE 1894 MOUNTAIN VIEW CA"
"11/16/2025","-22.99","*",,"SPOTIFY FAMILY PLAN 800-952-5210 CA"
"11/16/2025","2500.00","*",,"E-PAYROLL"
"11/15/2025","-65.75","*",,"TRADER JOE'S #081 MOUNTAIN VIEW CA"
"11/14/2025","-94.20","*",,"HOME DEPOT #1423 SUNNYVALE CA"
"11/13/2025","-31.40","*",,"DOORDASH *BURGER JOINT CA"
"11/12/2025","-18.90","*",,"PEET'S COFFEE #00734 PALO ALTO CA"
"11/10/2025","-27.60","*",,"SAFEWAY #2948 MOUNTAIN VIEW CA"
"11/09/2025","-84.50","*",,"SHELL OIL 57444215678 MENLO PARK CA"
"11/08/2025","-14.75","*",,"7-ELEVEN 41289 SUNNYVALE CA"
"11/07/2025","-39.99","*",,"DISNEY+ SUBSCRIPTION 888-905-7888 CA"
"11/06/2025","-71.25","*",,"WALGREENS #8923 REDWOOD CITY CA"
"11/05/2025","-26.80","*",,"PANDA EXPRESS #1765 PALO ALTO CA"
"11/04/2025","-53.40","*",,"UBER   *TRIP 9P2K7M SAN FRANCISCO CA"
"11/03/2025","-19.25","*",,"SQ *RAMEN HOUSE MOUNTAIN VIEW CA"
"11/02/2025","-88.90","*",,"TJ MAXX #1678 SAN MATEO CA"
"11/01/2025","-165.40","*",,"BKG*HOTEL AT BOOKING.COM 147-036-3250 NY"
"11/01/2025","-2000","*",,"RENT"
